4-30-2018-7:20:44106,t50,1,8048
58457,600,1,01
58489,501,8,0EA20EA4037503C3
58504,123,2,ABCD
58521,490,3,900000
58552,6B1,8,00DC000B191900D2
58570,200,1,4A
58602,501,8,0E880E9C037703BF
58617,490,3,900000
58649,6B1,8,00DC000B191900D2
58712,123,2,ABCD
58729,490,3,900000
58760,6B1,8,00DC000B191900D2
58825,200,1,4A
58841,501,8,0E7E0EA0037303C0
58872,6B1,8,00DC000B191900D2
58904,123,2,ABCD
58920,490,3,900000
58954,600,1,01
58968,501,8,0E830EA0037803C2
59016,490,3,900000
59064,200,1,4A
59080,6B1,8,00DC000B191900D2
59112,123,2,ABCD
59128,490,3,900000
59176,6B1,8,00DC000B191900D2
59208,501,8,0E730EA0037E03C2
59224,490,3,900000
59288,6B1,8,00DC000B191900D2
59303,123,2,ABCD
59320,200,1,4A
59384,6B1,8,00DC000B191900D2
59415,490,3,900000
59448,501,8,0E720E9C037903C8
59496,6B1,8,00DC000B191900D2
59511,123,2,ABCD
59527,490,3,900000
59575,501,8,0E7B0EA5037F03C2
59592,6B1,8,00DC000B191900D2
59623,490,3,900000
59688,501,8,0E7B0E9C037B03BC
59704,6B1,8,00DC000B191900D2
59719,490,3,900000
59800,6B1,8,00DC000B191900D2
59816,200,1,4A
59911,6B1,8,00DC000B191900D2
59927,210,3,900000
59943,600,1,01
60007,6B1,8,00DC000B191900D2
60023,490,3,900000
60039,501,8,0E990EA0037903C8
60070,200,1,4A
60104,123,2,ABCD
60118,6B1,8,00DC000B191900D2
60166,501,8,0E740EA0035C03C5
60214,6B1,8,00DC000B191900D2
60295,501,8,0E7A0E9C039103C3
60311,123,2,ABCD
60326,6B1,8,00DC000B191900D2
60407,501,8,0E790E9C037F03C8
60423,490,3,900000
60455,600,1,01
60503,123,2,ABCD
60518,490,3,900000
60535,501,8,0E750E9C037E03C5
60567,200,1,4A
60615,490,3,900000
60630,6B1,8,00DC000B191900D2
60647,501,8,0E830E9C038403CA
60710,123,2,ABCD
60742,6B1,8,00DC000B191900D2
60758,501,8,0E7C0EA0037603C7
60823,200,1,4A
60838,6B1,8,00DC000B191900D2
60886,501,8,0E7B0EA4037703AD
60902,123,2,ABCD
60918,490,3,900000
60950,6B1,8,00DC000B191900D2
60998,501,8,0E7D0EA0037B03CA
61016,490,3,900000
61046,6B1,8,00DC000B191900D2
61062,200,1,4A
61110,123,2,ABCD
61126,501,8,0E700E9C037D03C8
61158,6B1,8,00DC000B191900D2
61223,490,3,900000
61239,501,8,0E7D0EA0037603C3
61255,6B1,8,00DC000B191900D2
61301,123,2,ABCD
61318,200,1,4A
61366,6B1,8,00DC000B191900D2
61413,490,3,900000
61446,600,1,01
61461,6B1,8,00DC000B191900D2
61478,501,8,0EAA0EA0037F03C6
61511,123,2,ABCD
61557,200,1,4A
61574,6B1,8,00DC000B191900D2
61606,501,8,0E820E9C037D03C1
61621,601,4,00010000
61669,6B1,8,00DC000B191900D2
61702,123,2,ABCD
61717,490,3,900000
61781,6B1,8,00DC000B191900D2
61813,200,1,4A
61846,501,8,0E7F0EA0038503C3
61877,6B1,8,00DC000B191900D2
61909,123,2,ABCD
61958,600,1,01
61989,6B1,8,00DC000B191900D2
62006,490,3,900000
62069,200,1,4A
62085,501,8,0E7D0EA0037F03C6
62101,123,2,ABCD
62116,490,3,900000
62197,6B1,8,00DC000B191900D2
62212,490,3,900000
62293,6B1,8,00DC000B191900D2
62309,123,2,ABCD
62324,501,8,0E7C0EA0038003D1
62405,6B1,8,00DC000B191900D2
62437,501,8,0E7A0EA0038603C4
62453,600,1,01
62501,123,2,ABCD
62516,490,3,900000
62565,200,1,4A
62613,6B1,8,00DC000B191900D2
62676,501,8,0EB30EA4037C03C2
62721,123,2,ABCD
62801,501,8,0E7E0E9C037F03CE
62825,200,1,4A
62905,123,2,ABCD
62922,6B1,8,00DC000B191900D2
62953,600,1,01
63019,490,3,900000
63049,501,8,0E7D0EA0037D03BE
63065,200,1,4A
63097,123,2,ABCD
63113,490,3,900000
63130,6B1,8,00DC000B191900D2
63161,501,8,0E7C0E9D037F03C3
63209,490,3,900000
63226,6B1,8,00DC000B191900D2
63288,501,8,0E7E0E9C038203C0
63305,123,2,ABCD
63336,6B1,8,00DC000B191900D2
63400,501,8,0E780EA0037703C2
63417,490,3,900000
63433,6B1,8,00DC000B191900D2
63448,600,1,01
63497,123,2,ABCD
63512,490,3,900000
63529,501,8,0E790E9C038103C6
63544,6B1,8,00DC000B191900D2
63560,200,1,4A
63608,490,3,900000
63640,501,8,0E740EA4037803C5
63656,6B1,8,00DC000B191900D2
63704,123,2,ABCD
63752,6B1,8,00DC000B191900D2
63768,501,8,0E7C0E9C037703D2
63816,200,1,4A
63864,6B1,8,00DC000B191900D2
63880,501,8,0E7E0EA0037B03C0
63895,123,2,ABCD
63912,490,3,900000
63945,600,1,01
63964,6B1,8,00DC000B191900D2
64011,501,8,0E7B0EA0037D03C3
64055,200,1,4A
64072,6B1,8,00DC000B191900D2
64103,123,2,ABCD
64120,501,8,0E7D0E9C037903C2
64169,6B1,8,00DC000B191900D2
64215,490,3,900000
64248,501,8,0E7C0EA0037703C2
64280,6B1,8,00DC000B191900D2
64296,123,2,ABCD
64311,200,1,4A
64359,501,8,0E800E96037C03BB
64375,6B1,8,00DC000B191900D2
64408,490,3,900000
64440,600,1,01
64488,501,8,0E7B0E9C038103CC
64503,123,2,ABCD
64552,200,1,4A
64583,6B1,8,00DC000B191900D2
64600,501,8,0E720EA0038203C2
64615,490,3,900000
64697,6B1,8,00DC000B191900D2
64711,490,3,900000
64727,501,8,0E7C0E9C037B03BB
64791,6B1,8,00DC000B191900D2
64808,200,1,4A
64839,501,8,0E790E9E037F03BB
64917,6B1,8,00DC000B191900D2
64949,600,1,01
64966,501,8,0EA30EA4037803C2
64997,6B1,8,00DC000B191900D2
65013,490,3,900000
65063,200,1,4A
65077,501,8,0E830EA0036E03E0
65092,123,2,ABCD
65109,6B1,8,00DC000B191900D2
65217,501,8,0E6B0E94038003CA
65298,123,2,ABCD
65322,200,1,4A
65401,490,3,900000
65419,6B1,8,00DC000B191900D2
65434,501,8,0E7A0E9C038103C4
65449,600,1,01
65497,123,2,ABCD
65513,490,3,900000
65561,200,1,4A
65609,490,3,900000
65625,6B1,8,00DC000B191900D2
65674,501,8,0E7F0E9C037803BE
65690,123,2,ABCD
65705,490,3,900000
65721,6B1,8,00DC000B191900D2
65814,501,8,0E780E9C037D03C3
65831,6B1,8,00DC000B191900D2
65895,123,2,ABCD
65911,490,3,900000
65944,6B1,8,00DC000B191900D2
66007,490,3,900000
66039,501,8,0E7E0EA0037E03BB
66055,200,1,4A
66103,123,2,ABCD
66151,6B1,8,00DC000B191900D2
66199,490,3,900000
66247,6B1,8,00DC000B191900D2
66278,501,8,0E830EA4037E03C1
66294,123,2,ABCD
66311,200,1,4A
66359,6B1,8,00DC000B191900D2
66390,501,8,0E7D0EA0037F03C7
66406,490,3,900000
66438,600,1,01
66454,6B1,8,00DC000B191900D2
66502,123,2,ABCD
66519,501,8,0E800E94037703C8
66550,200,1,4A
66566,6B1,8,00DC000B191900D2
66598,490,3,900000
66629,501,8,0E880EA0037303C4
66662,6B1,8,00DC000B191900D2
66694,123,2,ABCD
66710,490,3,900000
66758,501,8,0E810EA0038103C8
66774,6B1,8,00DC000B191900D2
66806,200,1,4A
66870,6B1,8,00DC000B191900D2
66902,123,2,ABCD
66949,600,1,01
66981,6B1,8,00DC000B191900D2
66997,501,8,0E7E0EB4037D03C0
67062,200,1,4A
67078,6B1,8,00DC000B191900D2
67093,123,2,ABCD
67109,490,3,900000
67189,6B1,8,00DC000B191900D2
67205,490,3,900000
67238,501,8,0E7B0EA0038403C3
67285,6B1,8,00DC000B191900D2
67301,123,2,ABCD
67349,501,8,0E7B0EA4038403CD
67397,6B1,8,00DC000B191900D2
67445,600,1,01
67477,501,8,0E7A0EA0037E03C6
67492,123,2,ABCD
67510,490,3,900000
67557,200,1,4A
67588,501,8,0E7A0EA0037703C8
67605,6B1,8,00DC000B191900D2
67713,123,2,ABCD
67818,200,1,4A
67834,501,8,0E720EA0037F03C6
67897,123,2,ABCD
67915,6B1,8,00DC000B191900D2
67945,600,1,01
67961,501,8,0E7B0EA0038C03C3
68009,490,3,900000
68057,200,1,4A
68073,501,8,0E7D0EA0037303C6
68089,123,2,ABCD
68105,490,3,900000
68122,6B1,8,00DC000B191900D2
68201,501,8,0E7F0EA4037D03CA
68217,6B1,8,00DC000B191900D2
68296,123,2,ABCD
68313,501,8,0E7D0EA4037703D8
68329,6B1,8,00DC000B191900D2
68393,490,3,900000
68442,0D2,,t5
68489,123,2,ABCD
68504,490,3,900000
68537,6B1,8,00DC000B191900D2
68553,200,1,4A
68601,490,3,900000
68649,6B1,8,00DC000B191900D2
68681,501,8,0E810EA0038503C4
68697,123,2,ABCD
68745,6B1,8,00DC000B191900D2
68793,501,8,0E800E9C038503C6
68809,210,3,900000
68857,6B1,8,00DC000B191900D2
68888,123,2,ABCD
68905,490,3,900000
68936,600,1,01
68953,6B1,8,00DC000B191900D2
69001,490,3,900000
69032,501,8,0E7C0EA0037C03BC
69048,200,1,4A
69064,6B1,8,00DC000B191900D2
69096,123,2,ABCD
69144,501,8,0E7C0E94037D03C6
69159,6B1,8,00DC000B191900D2
69192,490,3,900000
69271,6B1,8,00DC000B191900D2
69288,123,2,ABCD
69306,200,1,4A
69367,6B1,8,00DC000B191900D2
69400,501,8,0E890EA4037B03C8
69448,600,1,01
69479,6B1,8,00DC000B191900D2
69496,123,2,ABCD
69511,501,8,0E7C0E9C038103BE
69544,200,1,4A
69576,6B1,8,00DC000B191900D2
69591,490,3,900000
69639,501,8,0E7D0EA0038103BE
69687,6B1,8,00DC000B191900D2
69704,490,3,900000
69752,501,8,0E7B0EA0037A03C2
69783,6B1,8,00DC000B191900D2
69799,200,1,4A
69879,501,8,0E7B0E9C038103BB
69906,6B1,8,00DC000B191900D2
69939,600,1,01
69987,501,8,0E880EA0038203CA
70002,490,3,900000
70050,200,1,4A
70083,123,2,ABCD
70099,6B1,8,00DC000B191900D2
70114,501,8,0E7C0EA4037D03BE
70195,490,3,900000
70226,501,8,0E7D0E9C038303C3
70291,123,2,ABCD
70306,6B1,8,00DC000B191900D2
70354,501,8,0E7B0EA0037703BF
70402,490,3,900000
70451,600,1,01
70466,501,8,0E810E96038103C3
70482,123,2,ABCD
70499,490,3,900000
70514,6B1,8,00DC000B191900D2
70546,200,1,4A
70594,501,8,0E7A0EA4038303D2
70610,6B1,8,00DC000B191900D2
70691,123,2,ABCD
70705,501,8,0E810EA0038803C4
70722,6B1,8,00DC000B191900D2
70802,200,1,4A
70817,6B1,8,00DC000B191900D2
70834,501,8,0E800EA0037D03BF
70882,123,2,ABCD
70898,490,3,900000
70931,6B1,8,00DC000B191900D2
70946,600,1,01
70994,490,3,900000
71025,6B1,8,00DC000B191900D2
71042,200,1,4A
71073,501,8,0E830E9A038303BE
71089,123,2,ABCD
71137,6B1,8,00DC000B191900D2
71186,501,8,0E810EA0038503CE
71202,490,3,900000
71233,6B1,8,00DC000B191900D2
71281,123,2,ABCD
71297,200,1,4A
71314,501,8,0E890EA4037F03BB
71345,6B1,8,00DC000B191900D2
71393,490,3,900000
71426,501,8,0E880EA4038103C2
71441,600,1,01
71489,123,2,ABCD
71537,200,1,4A
71553,501,8,0E810E9C038403BF
71601,490,3,900000
71665,6B1,8,00DC000B191900D2
71680,123,2,ABCD
71697,490,3,900000
71761,6B1,8,00DC000B191900D2
71803,501,8,0E7C0EA0038403C6
71867,6B1,8,00DC000B191900D2
71882,123,2,ABCD
71898,490,3,900000
71915,501,8,0E7A0EA4038103C5
71946,600,1,01
71963,6B1,8,00DC000B191900D2
71994,490,3,900000
72027,501,8,0E880EA0038F03DB
72042,200,1,4A
72075,6B1,8,00DC000B191900D2
72090,123,2,ABCD
72154,501,8,0E7C0E96038603C1
72170,6B1,8,00DC000B191900D2
72186,490,3,900000
72266,501,8,0E780EA4037F03C0
72283,6B1,8,00DC000B191900D2
72298,200,1,4A
72378,6B1,8,00DC000B191900D2
72393,501,8,0E820EA0038803C3
72443,600,1,01
72501,123,2,ABCD
72549,200,1,4A
72596,490,3,900000
72629,501,8,0E780E9C038003C2
72705,123,2,ABCD
72753,501,8,0E7C0E9C037F03CA
72784,200,1,4A
72800,039,0,00
72865,501,8,0E7D0EA0038403C0
72880,123,2,ABCD
72896,490,3,900000
72913,6B1,8,00DC000B191900D2
72944,600,1,01
72992,501,8,0E790EA0038203C6
73008,6B1,8,00DC000B191900D2
73041,200,1,4A
73088,123,2,ABCD
73104,501,8,0E780E9C038103C2
73120,6B1,8,00DC000B191900D2
73183,490,3,900000
73216,6B1,8,00DC000B191900D2
73231,501,8,0E880EA4037F03CB
73280,123,2,ABCD
73297,200,1,4A
73328,6B1,8,00DC000B191900D2
73343,501,8,0E7F0EA0038503C0
73391,490,3,900000
73424,6B1,8,00DC000B191900D2
73439,600,1,01
73472,501,8,0E7E0E9C038903C2
73488,123,2,ABCD
73536,6B1,8,00DC000B191900D2
73584,501,8,0E440E96037503BE
73632,6B1,8,00DC000B191900D2
73680,123,2,ABCD
73695,490,3,900000
73711,501,8,0E880E9C038503C6
73743,6B1,8,00DC000B191900D2
73792,200,1,4A
73823,501,8,0E7A0EA0037F03C4
73840,6B1,8,00DC000B191900D2
73888,123,2,ABCD
73936,600,1,01
73951,6B1,8,00DC000B191900D2
73983,490,3,900000
74048,200,1,4A
74063,501,8,0E810EA4038703C2
74079,123,2,ABCD
74096,490,3,900000
74159,6B1,8,00DC000B191900D2
74192,501,8,0E790EA4038303C4
74254,6B1,8,00DC000B191900D2
74287,123,2,ABCD
74302,501,8,0E7B0EB0038503BA
74366,6B1,8,00DC000B191900D2
74383,490,3,900000
74431,501,8,0E840EA4038103BE
74447,600,1,01
74463,6B1,8,00DC000B191900D2
74479,123,2,ABCD
74495,490,3,900000
74543,200,1,4A
74574,6B1,8,00DC000B191900D2
74591,490,3,900000
74670,501,8,0E880EA0038F03C2
74686,123,2,ABCD
74799,6B1,8,00DC000B191900D2
74877,6B1,8,00DC000B191900D2
74893,490,3,900000
74909,501,8,0E7B0E95038C03BE
74941,600,1,01
74989,6B1,8,00DC000B191900D2
75022,501,8,0E800EA0037F03C4
75037,200,1,4A
75100,123,2,ABCD
75146,501,8,0E7B0E9C037D03C2
75194,490,3,900000
75259,501,8,0E7E0EA0038F03D2
75306,123,2,ABCD
75386,501,8,0E7F0E94038703BC
75402,6B1,8,00DC000B191900D2
75434,600,1,01
75481,123,2,ABCD
75498,501,8,0E7B0EA4038803C6
75529,200,1,4A
75594,490,3,900000
75610,6B1,8,00DC000B191900D2
75626,501,8,0E810E94038A03BF
75689,123,2,ABCD
75706,6B1,8,00DC000B191900D2
75737,501,8,0E7F0E9C038903C9
75785,200,1,4A
75818,6B1,8,00DC000B191900D2
75866,501,8,0E750EA0038503C6
75882,123,2,ABCD
75914,6B1,8,00DC000B191900D2
75945,600,1,01
75978,501,8,0E880E9C038C03CA
75993,490,3,900000
76026,6B1,8,00DC000B191900D2
76041,200,1,4A
76090,123,2,ABCD
76105,501,8,0E7D0EA0037C03C2
76121,6B1,8,00DC000B191900D2
76186,490,3,900000
76217,501,8,0E7E0E9C038C03C7
76234,6B1,8,00DC000B191900D2
76281,123,2,ABCD
76329,6B1,8,00DC000B191900D2
76345,501,8,0E7A0E97038403C2
76392,490,3,900000
76442,600,1,01
76457,501,8,0E7A0EA0038F03C6
76491,123,2,ABCD
76537,200,1,4A
76585,501,8,0E7C0EA0038A03B0
76648,6B1,8,00DC000B191900D2
76681,123,2,ABCD
76696,501,8,0E7C0E9C038F03BC
76745,6B1,8,00DC000B191900D2
76793,200,1,4A
76826,501,8,0E7B0EA0038C03C2
76856,6B1,8,00DC000B191900D2
76889,123,2,ABCD
76937,600,1,01
76968,6B1,8,00DC000B191900D2
76984,490,3,900000
77033,200,1,4A
77064,501,8,0E7E0E9C038903D4
77081,123,2,ABCD
77176,6B1,8,00DC000B191900D2
77192,490,3,900000
77272,6B1,8,00DC000B191900D2
77288,123,2,ABCD
77303,501,8,0E810EA4038F03C3
77384,6B1,8,00DC000B191900D2
77415,501,8,0E880EA0038C03C8
77433,600,1,01
77492,123,2,ABCD
77540,200,1,4A
77588,490,3,900000
77652,501,8,0E800E94038903C5
77698,123,2,ABCD
77791,501,8,0E830E9C039803C4
77871,123,2,ABCD
77887,490,3,900000
77903,6B1,8,00DC000B191900D2
77934,600,1,01
77984,490,3,900000
77999,6B1,8,00DC000B191900D2
78015,501,8,0E780E9C038A03CB
78031,200,1,4A
78079,123,2,ABCD
78111,6B1,8,00DC000B191900D2
78142,501,8,0E7B0EA0038C03C6
78175,490,3,900000
78208,6B1,8,00DC000B191900D2
78254,501,8,0E7D0EA0038B03C2
78286,123,2,ABCD
78319,6B1,8,00DC000B191900D2
78382,501,8,0E7B0EA0038803C6
78414,6B1,8,00DC000B191900D2
78446,600,1,01
78479,123,2,ABCD
78495,501,8,0E730E9C038F03C8
78527,6B1,8,00DC000B191900D2
78575,490,3,900000
78622,501,8,0E7C0EA4038703CA
78685,123,2,ABCD
78734,6B1,8,00DC000B191900D2
78782,200,1,4A
78830,6B1,8,00DC000B191900D2
78862,501,8,0E7E0EA0038703C3
78878,123,2,ABCD
78941,6B1,8,00DC000B191900D2
78974,501,8,0E7C0E9F038503C5
79038,200,1,4A
79086,123,2,ABCD
79101,501,8,0E790EA0038803C6
79149,6B1,8,00DC000B191900D2
79182,490,3,900000
79213,501,8,0E7F0EA0038803D2
79245,6B1,8,00DC000B191900D2
79277,123,2,ABCD
79342,501,8,0E710EA0038B03CA
79357,6B1,8,00DC000B191900D2
79373,490,3,900000
79437,600,1,01
79453,6B1,8,00DC000B191900D2
79485,123,2,ABCD
79533,200,1,4A
79565,6B1,8,00DC000B191900D2
79581,501,8,0E740EA4038803CB
79660,6B1,8,00DC000B191900D2
79677,123,2,ABCD
79693,501,8,0E7B0EA0039303C7
79788,6B1,8,00DC000B191900D2
79819,501,8,0E7D0EA0038303C6
79867,6B1,8,00DC000B191900D2
79883,123,2,ABCD
79931,501,8,0E880E9C038203BC
79979,6B1,8,00DC000B191900D2
80027,200,1,4A
80060,501,8,0E780E9C038A03BF
80089,123,2,ABCD
80169,501,8,0E810EA4039003C4
80185,490,3,900000
80280,123,2,ABCD
80297,6B1,8,00DC000B191900D2
80377,490,3,900000
80392,6B1,8,00DC000B191900D2
80410,501,8,0E7F0EA0038903C6
80440,600,1,01
80473,123,2,ABCD
80505,6B1,8,00DC000B191900D2
80521,200,1,4A
80536,501,8,0E860EA0037E03D2
80584,490,3,900000
80600,6B1,8,00DC000B191900D2
80649,501,8,0E700EA0039703CB
80681,123,2,ABCD
80712,6B1,8,00DC000B191900D2
80787,501,8,0E720EA4038903BC
80802,6B1,8,00DC000B191900D2
80883,123,2,ABCD
80898,501,8,0E7F0E9C038803CB
80914,6B1,8,00DC000B191900D2
80931,600,1,01
80978,490,3,900000
81010,501,8,0E880EA0038B03C8
81026,200,1,4A
81074,123,2,ABCD
81122,6B1,8,00DC000B191900D2
81138,501,8,0E7D0EA0037E03CA
81170,490,3,900000
81218,6B1,8,00DC000B191900D2
81251,501,8,0E700E9C038803C6
81282,123,2,ABCD
81330,6B1,8,00DC000B191900D2
81378,501,8,0E830E9C038603BA
81426,6B1,8,00DC000B191900D2
81442,600,1,01
81473,123,2,ABCD
81490,501,8,0E700EA6038603C6
81521,200,1,4A
81538,6B1,8,00DC000B191900D2
81569,490,3,900000
81618,501,8,0E820E9C039203C2
81633,6B1,8,00DC000B191900D2
81666,123,2,ABCD
81681,490,3,900000
81729,501,8,0E810EA0038C03C6
81746,6B1,8,00DC000B191900D2
81777,200,1,4A
81841,6B1,8,00DC000B191900D2
81858,501,8,0E7F0EA0039603CA
81874,123,2,ABCD
81937,600,1,01
81955,6B1,8,00DC000B191900D2
81970,501,8,0E7B0EA0038D03C9
82018,200,1,4A
82049,6B1,8,00DC000B191900D2
82066,123,2,ABCD
82081,490,3,900000
82097,501,8,0E7F0EA0039203CC
82161,6B1,8,00DC000B191900D2
82178,490,3,900000
82209,501,8,0E950EA003AD03C4
82257,6B1,8,00DC000B191900D2
82274,123,2,ABCD
82337,501,8,0E840EA0038703C6
82369,6B1,8,00DC000B191900D2
82432,600,1,01
82449,501,8,0E7F0EA0038F03D0
82465,123,2,ABCD
82481,00D,2,t4903
82529,200,1,4A
82585,501,8,0E890EA0039403CC
82664,123,2,ABCD
82681,490,3,900000
82697,501,8,0E860EA0039103C2
82776,200,1,4A
82793,6B1,8,00DC000B191900D2
82809,501,8,0E820EA0039103C6
82872,123,2,ABCD
82888,6B1,8,00DC000B191900D2
82936,501,8,0E7F0E9C038C03C2
82968,490,3,900000
83000,6B1,8,00DC000B191900D2
83016,200,1,4A
83049,501,8,0E7C0E9C038C03C8
83065,123,2,ABCD
83080,490,3,900000
83097,6B1,8,00DC000B191900D2
83176,501,8,0E650E94039A03CE
83208,6B1,8,00DC000B191900D2
83271,123,2,ABCD
83288,501,8,0E790EA0038903CA
83304,6B1,8,00DC000B191900D2
83368,490,3,900000
83416,6B1,8,00DC000B191900D2
83432,600,1,01
83464,123,2,ABCD
83479,490,3,900000
83512,6B1,8,00DC000B191900D2
83527,200,1,4A
83575,490,3,900000
83624,6B1,8,00DC000B191900D2
83656,501,8,0E7A0E94039303C2
83673,123,2,ABCD
83720,6B1,8,00DC000B191900D2
83782,501,8,0E7E0EA4038D03C2
83829,6B1,8,00DC000B191900D2
83861,123,2,ABCD
83877,490,3,900000
83894,501,8,0E7E0EB4039003CA
83925,6B1,8,00DC000B191900D2
83943,600,1,01
83973,490,3,900000
84005,501,8,0E820EA1038403C3
84021,200,1,4A
84037,6B1,8,00DC000B191900D2
84069,123,2,ABCD
84133,501,8,0E840EA4038803C0
84165,490,3,900000
84247,6B1,8,00DC000B191900D2
84260,123,2,ABCD
84277,200,1,4A
84341,6B1,8,00DC000B191900D2
84372,501,8,0E7A0EA4038703C6
84437,600,1,01
84453,6B1,8,00DC000B191900D2
84468,123,2,ABCD
84485,501,8,0E7E0EA0039903C3
84516,200,1,4A
84549,6B1,8,00DC000B191900D2
84564,490,3,900000
84612,501,8,0E850EA4039E03C4
84661,6B1,8,00DC000B191900D2
84676,490,3,900000
84724,501,8,0E7C0EA0038903C4
84757,6B1,8,00DC000B191900D2
84772,200,1,4A
84852,501,8,0E880E95039103C8
84878,6B1,8,00DC000B191900D2
84942,600,1,01
84977,501,8,0E890EA0038D03CC
85026,200,1,4A
85081,123,2,ABCD
85161,490,3,900000
85176,6B1,8,00DC000B191900D2
85209,501,8,0E800EA0038F03C4
85273,123,2,ABCD
85289,6B1,8,00DC000B191900D2
85320,501,8,0E810E9C038D03C0
85368,490,3,900000
85386,6B1,8,00DC000B191900D2
85432,600,1,01
85449,501,8,0E6A0EA4038C03C8
85464,123,2,ABCD
85496,6B1,8,00DC000B191900D2
85513,200,1,4A
85561,501,8,0E730EA0038E03C6
85592,6B1,8,00DC000B191900D2
85672,123,2,ABCD
85688,501,8,0E820EA4038F03C2
85704,6B1,8,00DC000B191900D2
85769,200,1,4A
85800,6B1,8,00DC000B191900D2
85864,123,2,ABCD
85912,6B1,8,00DC000B191900D2
85929,501,8,0E7E0EA0039803C8
85960,490,3,900000
86008,6B1,8,00DC000B191900D2
86023,200,1,4A
86040,501,8,0E810EA4038E03C4
86072,123,2,ABCD
86120,6B1,8,00DC000B191900D2
86168,501,8,0E7D0EA0038A03CE
86217,6B1,8,00DC000B191900D2
86264,123,2,ABCD
86280,501,8,0E880EA4039403C6
86328,6B1,8,00DC000B191900D2
86359,490,3,900000
86407,501,8,0E7B0E9C038903C5
86424,6B1,8,00DC000B191900D2
86439,600,1,01
86473,123,2,ABCD
86519,200,1,4A
86535,6B1,8,00DC000B191900D2
86567,490,3,900000
86632,6B1,8,00DC000B191900D2
86647,501,8,0E900EA4039003C8
86663,123,2,ABCD
86743,6B1,8,00DC000B191900D2
86775,501,8,0E7C0EA4038F03C6
86839,6B1,8,00DC000B191900D2
86871,123,2,ABCD
86889,501,8,0E810EA0039503C2
86935,600,1,01
86950,6B1,8,00DC000B191900D2
86967,490,3,900000
86998,501,8,0E7C0EA4038D03C8
87015,200,1,4A
87046,6B1,8,00DC000B191900D2
87062,123,2,ABCD
87128,501,8,0E760E97039103CA
87158,6B1,8,00DC000B191900D2
87239,501,8,0E7F0E99038703BA
87254,6B1,8,00DC000B191900D2
87270,123,2,ABCD
87374,6B1,8,00DC000B191900D2
87437,600,1,01
87475,123,2,ABCD
87491,501,8,0E780EA0038C03C2
87522,200,1,4A
87571,490,3,900000
87602,501,8,0E7E0EA4038A03B6
87681,123,2,ABCD
87730,501,8,0E820EA4038C03C5
87762,200,1,4A
87778,6B1,8,00DC000B191900D2
87842,501,8,0E760EA0038C03CA
87858,123,2,ABCD
87874,6B1,8,00DC000B191900D2
87937,600,1,01
87970,501,8,0E7D0EA0038603C2
87986,6B1,8,00DC000B191900D2
88018,200,1,4A
88065,123,2,ABCD
88082,501,8,0E7A0EA0038D03C6
88161,490,3,900000
88193,6B1,8,00DC000B191900D2
88209,501,8,0E7F0E9C038703C0
88257,123,2,ABCD
88290,6B1,8,00DC000B191900D2
88321,501,8,0E7D0EA0038C03CE
88369,490,3,900000
88401,6B1,8,00DC000B191900D2
88433,600,1,01
88448,501,8,0E740EA4038D03C6
88465,123,2,ABCD
88498,6B1,8,00DC000B191900D2
88513,200,1,4A
88561,501,8,0E7F0EA4038903C3
88608,6B1,8,00DC000B191900D2
88658,123,2,ABCD
88689,501,8,0E790EA6038703C1
88721,6B1,8,00DC000B191900D2
88768,200,1,4A
88801,501,8,0E780E94038F03C7
88816,6B1,8,00DC000B191900D2
88864,123,2,ABCD
88930,6B1,8,00DC000B191900D2
88961,490,3,900000
89009,200,1,4A
89024,6B1,8,00DC000B191900D2
89041,501,8,0E700EA0038D03C8
89057,123,2,ABCD
89136,6B1,8,00DC000B191900D2
89169,490,3,900000
89236,6B1,8,00DC000B191900D2
89265,200,1,4A
89280,501,8,0E820EA4038A03C6
89344,6B1,8,00DC000B191900D2
89361,490,3,900000
89409,501,8,0E820EA0038E03CB
89424,600,1,01
89440,6B1,8,00DC000B191900D2
89457,490,3,900000
89504,200,1,4A
89519,501,8,0E780EA0038903BE
89552,6B1,8,00DC000B191900D2
89569,490,3,900000
89648,501,8,0E7C0EA4039E03DC
89664,490,3,900000
89770,6B1,8,00DC000B191900D2
89850,6B1,8,00DC000B191900D2
89866,490,3,900000
89882,501,8,0E780EA603AA03E6
89930,600,1,01
89962,490,3,900000
89993,501,8,0E790EA0039B03EB
90009,200,1,4A
90074,490,3,900000
90122,501,8,0E7E0EA0039E03EB
90153,490,3,900000
90169,6B1,8,00DC000B191900D2
90234,501,8,0E790EA4039803EE
90282,200,1,4A
90361,490,3,900000
90377,6B1,8,00DC000B191900D2
90425,600,1,01
90457,490,3,900000
90473,501,8,0E7E0E9C039703E6
90505,200,1,4A
90553,490,3,900000
90585,6B1,8,00DC000B191900D2
90600,501,8,0E750EA0039903DF
90665,490,3,900000
90696,B18,0,0D
90713,501,8,0E710EA0039F03DF
90760,200,1,4A
90793,6B1,8,00DC000B191900D2
90841,501,8,0E7D0EA4039503E8
90856,490,3,900000
90904,6B1,8,00DC000B191900D2
90937,600,1,01
90953,490,3,900000
91001,6B1,8,00DC000B191900D2
91064,490,3,900000
91082,501,8,0E840EA0039903E4
91112,6B1,8,00DC000B191900D2
91160,490,3,900000
91192,501,8,0E900EA0039D03E6
91209,6B1,8,00DC000B191900D2
91257,200,1,4A
91320,6B1,8,00DC000B191900D2
